Author
Vitalik Buterin
Alex Van de Sande
Vitalik Buterin
Nick Johnson
Alex Beregszaszi
Nikolai Mushegian
Alex Beregszaszi
Alex Beregszaszi
Pawe? Bylica
Vitalik Buterin
Tjaden Hess
Matt Luongo
Piotr Dyraga
James Hancock
Vitalik Buterin
Vitalik Buterin
Vitalik Buterin
Gavin Wood
Maurelian
Nick Johnson
Alex Van de Sande
Christian Reitwießner
William Entriken
Vitalik Buterin
Nick Mudge
Dan Finlay
Nick Johnson
Piper Merriam
Tim Coulter
Denis Erfurt
RJ Catalano
Iuri Matias
Martin Holst Swende
Nick Johnson
Christian Reitwiessner
Vitalik Buterin
Christian Reitwiessner
Vitalik Buterin
Christian Reitwiessner
Vitalik Buterin
Christian Reitwiessner
Péter Szilágyi
Micah Zoltu
Nick Johnson
Micah Zoltu
Nick Johnson
Micah Zoltu
Alex Beregszaszi
Alex Beregszaszi
Alex Beregszaszi
Alex Beregszaszi
Vlad Gluhovsky
Afri Schoedon
Vitalik Buterin
Nick Johnson
Daniel A. Nagy
Vitalik Buterin
Renan Rodrigues de Souza
Isaac Ardis
Wei Tang
Fan Torchz 
Erik Marks 
Péter Szilágyi
Remco Bloemen 
Leonid Logvinov 
Jacob Evans 
William Entriken 
Dieter Shirley
Nastassia Sachs
Dan Finlay 
Esteban Mino 
Gavin John 
Jacques Dafflon
Thomas Shababi
Felix Lange
Casey Detrio 
Jordi Baylina
Jacques Dafflon
Felix Lange
Nick Savers 
Vitalik Buterin 
Tommy Nicholas 
Matt Russo 
John Zettler 
Matt Condon 
Gavin John 
Nick Johnson
Pawe? Bylica
Antonio Salazar Cardozo 
Zachary Williamson 
Witek Radomski
Ronan Sandford
Peter Murray 
Nate Welch 
Joe Messerman 
Fabian Vogelsteller 
Ryan Ghods 
Victor Maia 
Marc Garreau 
Erik Marks 
Afri Schoedon 
Francisco Giordano 
Matt Condon 
Philippe Castonguay 
Amir Bandeali 
Jorge Izquierdo 
Bertrand Masius 
Wei Tang 
Richard Meissner 
Bryant Eisenbach 
Vittorio Minacori 
Vitalik Buterin 
Eric Conner 
Rick Dudley 
Matthew Slipper 
Ian Norden 
Abdelhamid Bakhta 
Alex Beregszaszi
Afri Schoedon 
Afri Schoedon 
Marius van der Wijden 
Jordi Baylina
Jacques Dafflon
Martin Holst Swende 
Santiago Palladino 
Francisco Giordano 
Hadrien Croubois 
Alexey Akhunov 
Eli Ben Sasson
Avihu Levy
Richard Moore 
Nick Johnson
Péter Szilágyi
Felix Lange
Adrian Sutton 
Wei Tang 
William Entriken 
Dan Finlay 
Erik Marks 
Gavin John 
Sean Papanikolas 
Péter Szilágyi
Péter Szilágyi 
Tim Beiko 
Eric Conner 
James Hancock 
Péter Szilágyi
Tim Beiko 
Christoph Burgdorf 
Nick Mudge 
Kelly Olson 
Sean Gulley 
Simon Peffers 
Justin Drake 
Dankrad Feist 
Martin Lundfall 
g. nicholas d’andrea 
Piper Merriam 
Nick Gheorghita 
Christian Reitwiessner 
Ben Hauser 
Bryant Eisenbach 
Alex Beregszaszi
Micah Zoltu 
Erik Marks 
Micah Zoltu 
Erik Marks 
Micah Zoltu 
Ronan Sandford 
Liraz Siri 
Dror Tirosh 
Yoav Weiss 
Alex Forshtat 
Hadrien Croubois 
Sachin Tomar 
Patrick McCorry 
Nicolas Venturo 
Fabian Vogelsteller 
Gavin John 
Vitalik Buterin 
Martin Swende 
Vitalik Buterin 
Martin Swende 
Micah Zoltu 
Zach Burks 
James Morgan 
Blaine Malone 
James Seibel 
Danny Ryan 
Vitalik Buterin 
Alberto Cuesta Cañada 
Fiona Kobayashi 
fubuloubu 
Austin Williams 
Abdelhamid Bakhta 
Vitalik Buterin 
pinkiebell 
Yu Liu 
Varun Deshpande 
Cedric Ngakam 
Dhruv Malik 
Samuel Gwlanold Edoumou 
Toufic Batrice 
Will Wang 
Mike Meng
Zhongxin Wu 
AlvisDu 
Vitalik Buterin 
Martin Swende 
Alex Beregszaszi
Pawe? Bylica 
Andrei Maiboroda 
Alexey Akhunov 
Christian Reitwiessner 
Martin Swende 
James Hancock 
Dankrad Feist 
Dmitry Khovratovich 
Marius van der Wijden 
William Morriss 
Nick Johnson 
Mikhail Kalinin 
Danny Ryan 
Vitalik Buterin 
Alex Beregszaszi
Hugo De la cruz 
Pawe? Bylica 
Martin Holst Swende 
Pawe? Bylica 
Alex Beregszaszi
Andrei Maiboroda 
Tim Beiko 
James Hancock 
Thomas Jay Rush 
Mikhail Kalinin 
Danny Ryan 
Daniel Ivanov 
George Spasov 
Javier Arcenegui 
Rosario Arjona 
Roberto Román
Iluminada Baturone 
Joey Santoro 
t11s 
Jet Jadeja 
Alberto Cuesta Cañada 
Señor Doggo 
Benjamin Chodroff 
Jim McDonald 
Qi Zhou 
Chao Pi 
Sam Wilson 
Gavin John 
Alex Stokes 
Danny Ryan 
Anders 
Lance 
Shrug
Nathan
Anders 
Lance 
Shrug
Ignacio Mazzara 
Lance 
Anders 
Shrug
Jarno Marttila 
Martin Moravek 
Tomasz Kajetan Stanczak 
Eric Marti Haynes 
Josh Klopfenstein 
Abhimanyu Nag 
Tim Daubenschütz 
Anders 
Gavin John 
Francisco Giordano 
William Entriken 
Samuele Marro 
Luca Donno 
Gavin John 
Tim Daubenschütz 
Buzz Cai 
IronMan_CH 
StartfundInc 
Gaurang Torvekar 
Khemraj Adhawade 
Nikhil Asrani 
Naim Ashhab 
Zainan Victor Zhou 
Zainan Victor Zhou 
Matt Stam 
Kosala Hemachandra 
Zainan Victor Zhou 
Sam Wilson 
Bruno Škvorc 
Cicada 
Steven Pineda 
Stevan Bogosavljevic 
Jan Turk 
William Entriken 
Bruno Škvorc 
Cicada 
Steven Pineda 
Stevan Bogosavljevic 
Jan Turk 
5660-eth 
Wizard Wang
Keegan Lee 
msfew
qizhou 
Bruno Škvorc 
Cicada 
Steven Pineda 
Stevan Bogosavljevic 
Jan Turk 
Alexey Akhunov 
Moody Salem 
Juliano Rizzo 
Zainan Victor Zhou 
Runchao Han
Jiangshan Yu
Michael Sproul 
Sacha Saint-Leger 
Danny Ryan 
Andreas Freund 
Anders 
Lance 
Shrug
James 
Weiwu 
Iván Mañús 
Juan Carlos Cantó 
Jeremy Z 
elie222 
Gavin John 
Sean Darcy 
Gavin John 
5660-eth 
Silvere Heraudeau 
Martin McConnell 
Abu
Wizard Wang
Bruno Škvorc 
Steven Pineda 
Stevan Bogosavljevic 
Jan Turk 
Bruno Škvorc 
Francesco Sullo 
Steven Pineda 
Stevan Bogosavljevic 
Jan Turk 
RE:DREAMER Lab
Boyu Chu
Dexaran
Fabian Vogelsteller 
Tyler Yasaka 
Matt Lockyer
Zainan Victor Zhou 
Jim McDonald 
Zainan Victor Zhou 
Evan 
Yin Xu 
William Entriken 
Felix Lange 
Péter Szilágyi 
Guillaume Ballet 
Vitalik Buterin 
William Morriss 
Baptiste Vauthey 
Vitalik Buterin 
Yoav Weiss 
Kristof Gazso 
Namra Patel 
Dror Tirosh 
Shahaf Nacson 
Tjaden Hess 
Jules Lai 
Simon Fremaux 
William Schwab 
David Kim 
Alex Stokes 
Ansgar Dietrichs 
Danny Ryan 
Joshua Tan 
Isaac Patka 
Ido Gershtein
Michael Zargham 
Sam Furter 
Andrew B Coathup 
Alex 
Damian Martinelli 
blockdev 
Austin Griffith 
Víctor Muñoz 
Josep Lluis de la Rosa 
Andres El-Fakdi 
Víctor Muñoz 
Josep Lluis de la Rosa 
Easy Innova 
Shu Dong 
Qi Zhou 
Zihao Chen 
Harikrishnan Mulackal 
Alex Beregszaszi
Pawe? Bylica 
Qi Zhou 
Tyler 
Alex 
John 
Zainan Victor Zhou 
Nick Johnson 
Konrad Feldmeier
Vu Nguyen 
Long Vuong 
Anton Buenavista 
Sam Wilson 
Yale ReiSoleil 
dRadiant 
D Wang
PhD
DerivStudio 
James Grimmelmann 
Yan Ji 
Tyler Kell 
Zainan Victor Zhou 
Yan 
Zainan Zhou 
Zainan Victor Zhou 
Zainan Victor Zhou 
Jan Smrža 
David Rábel 
Tomáš Jan?a
Jan Bureš 
DOBBYLABS 
Saber Yu 
Qin Wang
Jiangshan Yu
Philipp Bolte 
Lauritz Leifermann 
Dennis von der Bey 
Isaac Patka 
COALA Licensing Taskforce
Toni Wahrstätter 
Matt Solomon 
Ben DiFrancesco 
Vitalik Buterin 
Oliver Terbu 
Jacob Ward 
Charles Lehner 
Sam Gbafa 
Wayne Chang 
Charles Cunningham 
Yan Zhu 
Brian R. Bondy 
Andrea Brancaleoni 
Kyle Den Hartog 
Firn Protocol 
Fried L. Trout
Weiji Guo 
Timi 
0xTriple7 
Leeren 
Agustin Aguilar 
Austin Zhu 
Terry Chen
Cozy Finance 
Tony Sheng 
Matt Solomon 
David Laprade 
Payom Dousti 
Chad Fleming 
Franz Chen 
Filipp Makarov 
2pmflow 
locationtba 
Cameron Robertson 
cygaar 
Moody Salem 
Hadrien Croubois 
zlace 
zhongfu 
edison0xyz 
Paul Edge 
Yu Liu 
Junyi Zhong 
Erhard Dinhobl 
Kevin Riedl 
Simon Brown 
Abdelhamid Bakhta 
Eli Ben Sasson 
Avihu Levy 
David Levit Gurevich 
Alex Beregszaszi
Zainan Victor Zhou 
Base Labs 
Weiji Guo 
Alex 
Ben Fusek 
Daniel Fallon-Cyr 
Ernesto García 
Francisco Giordano 
Hadrien Croubois 
Mikhail Kalinin 
Danny Ryan 
Marius van der Wijden 
Christian Fries 
Peter Kohl-Landgraf 
Alexandros Korpis 
Sujith Somraaj 
Andrei Maiboroda 
Alex Beregszaszi
Pawe? Bylica 
Matt Garnett 
Artem Chystiakov 
Yuki Aoki 
Gavin John 
George 
Aubay
BOCA Jeabby 
EL MERSHATI Laith 
KEMP Elia 
Chiro 
Victor Dusart 
Tal Be'ery
RoiV 
Etan Kissling 
Vitalik Buterin 
Cristian Espinoza 
Simon Fremaux 
David Huber 
and Arran Schlosberg 
Etan Kissling 
Mikhail Kalinin 
Etan Kissling 
Vitalik Buterin 
Josh Weintraub 
Matt Solomon 
Toni Wahrstätter 
Ben DiFrancesco 
Vitalik Buterin 
Jayden Windle 
Benny Giang
Paul Sullivan
Phillip Pon
David Leung 
Chiro 
Victor Dusart 
Shu Dong 
Zihao Chen 
Peter Chen 
Guillaume Ballet 
Vitalik Buterin 
Dankrad Feist 
Pascal Caversaccio 
Mihai Onila 
Nick Zeman 
Narcis Cotaie 
Mihai Onila 
Nick Zeman 
Narcis Cotaie 
William Morriss 
Qi Zhou 
Qiang Zhu 
Adam Egyed 
Fangting Liu 
William Morriss 
Tim Beiko 
Martin Becze
et al.
Pooja Ranjan 
Gavin John 
Vitalik Buterin 
Vitalik Buterin 
Ronan Sandford 
Nick Johnson
Vitalik Buterin 
Alex Beregszaszi
Greg Colvin
Brooklyn Zelenka 
Pawe? Bylica 
Christian Reitwiessner 
Greg Colvin
Richard Moore 
Tobias Oberstein
Yoichi Hirai
Cody Burns
Jack Peterson
ligi
Kashish Khullar
ligi 
Carl Larson
Dan Phifer
Reuben Youngblom
Dave Sag
Jorge Izquierdo
Manuel Araoz
Dean Eigenmann
Jorge Izquierdo
Brooklyn Zelenka 
Tom Carchrae 
Gleb Naumenko 
Jay Logelin
Brandon Grill
Nick Johnson
Nick Johnson
David Stanfill
Anderson Wesley 
Danny Ryan 
Chih-Cheng Liang 
Alex Van de Sande
Nick Johnson
Pelle Braendgaard
Joel Torstensson
Greg Colvin
Andrea Lanfranchi 
Michael Carter 
IfDefElse
Phyrex Tsai
Portal Network Team
Brooklyn Zelenka 
Tom Carchrae 
Gleb Naumenko 
Alex Van de Sande
Ricardo Guilherme Schmidt 
Alex Van de Sande
Bradley Leatherwood
Mark Beylin
Ricardo Guilherme Schmidt 
Nick Johnson 
Paul Bouchon
Erik Marks 
Jordi Baylina 
Jan Turk 
nitika-goel
Jet Lim 
Albert Chon
Simon Jentzsch
Christoph Jentzsch
Jeff Huang
Min Zu
Xiaoyu Wang 
Bicong Wang 
SmeargleUsedFly 
Chaitanya Potti 
Partha Bhattacharya 
EOS Classic 
Ben Kaufman
Adam Levi
Brian Venturo 
Piper Merriam
Nick Gheorghita 
Kevin Owocki
Nathan Creswell
Alex Beregszaszi
Alex Beregszaszi
Jacques Wagener 
Weiwu Zhang
James Sangalli
Weiwu Zhang
James Sangalli
Weiwu Zhang
James Sangalli
Chaitanya Potti 
Partha Bhattacharya 
Jet Lim 
Brooklyn Zelenka 
Jennifer Cooper 
John Shiple 
Howard Marks
David Zhang
Maxim Kupriianov
Julian Svirsky
Gerhard Wagner 
Paul Bouchon
Erik Marks 
Maurelian 
Anurag Angara
Noah Zinsmeister
trustfarm
trustfarm
Iamnot Chris 
Kaidong Wu
Xuanzhe Liu
Christoph Mussenbrock 
Andrea Lanfranchi 
Pawel Bylica 
Marius Van Der Wijden 
Dean Eigenmann
Nick Johnson
Michele Balistreri 
Ikmyeong Na 
Cyril Lapinte
Laurent Aapro
Yoav Weiss
Alex Forshtat
0age 
Santiago Palladino 
Leo Arias 
Alejo Salles 
Stephane Gosselin 
Paul Berg 
Billy Rennekamp 
Dan Long
Nate van der Ende
Martin Holst Swende 
Wei Tang 
Bruno Barbieri 
Lucas Cullen 
Kai Yeung 
Anna Crowley
Katrina Donaghy
Witek Radomski
Eric Binet
Nick Johnson 
Raúl Kripalani 
Kris Shinn 
Vincent Eli 
Dan Finlay 
Alex Beregszaszi
Pelle Braendgaard 
Gabriel Barros
Patrick Gallagher
Remco Bloemen
Nick Johnson 
Danno Ferrin 
Alexandre Belling
Loredana Cirstea 
Christian Tzurcanu 
Shane Jonas 
Zachary Belford 
Loredana Cirstea 
Christian Tzurcanu 
Michael Connor
Duncan Westland
Michael Connor
Duncan Westland
Ronan Sandford 
Johann Barbie 
Ben Bollen
pinkiebell 
Ronan Sandford 
Alex Vlasov 
Ronan Sandford 
Lee Raj 
Qin Jian 
Alex Beregszaszi
Pawe? Bylica 
Julio Faura
Daniel Lehrner
Pawe? Bylica 
Alex Beregszaszi
Daniel Lehrner
Alex Beregszaszi
Pedro Gomes 
Erik Marks 
Julio Faura
Daniel Lehrner
Fernando Paris
Daniel Lehrner
Julio Faura
Daniel Lehrner
Fernando Paris
Daniel Lehrner
Alexey Akhunov 
Alexey Akhunov 
Alexey Akhunov 
Alexey Akhunov 
Alexey Akhunov 
Casey Detrio 
Alex Beregszaszi
Alex Beregszaszi
Alex Beregszaszi
Alex Beregszaszi
Loredana Cirstea 
Christian Tzurcanu 
Loredana Cirstea 
Christian Tzurcanu 
John Adler 
Loredana Cirstea 
Nick Johnson
Martin Lundfall 
Dominic Letz 
Santiago Palladino 
Carl Beekhuizen
Carl Beekhuizen
Carl Beekhuizen
James Hancock 
Jim McDonald
James Choncholas 
Ricardo Guilherme Schmidt 
Eric Dvorsak 
Ricardo Guilherme Schmidt 
Ricardo Guilherme Schmidt 
Kristijan Sedlak 
William Entriken
Witek Radomski
Alex Beregszaszi
Barry WhiteHat 
Marta Bellés 
Jordi Baylina 
James Hancock 
Filip Štamcar 
Hadrien Croubois 
Alex Vlasov 
Kelly Olson 
Alex Vlasov 
Alex Forshtat
Nick Johnson 
0age 
Joseph Stockermans 
Hua Zhang 
Yuefei Tan 
Derek Zhou 
Ran Xing 
Martin Holst Swende 
Guillaume Ballet 
Dan Finlay
Kohshi Shiba
Tom Brand
Louis Guthmann
James Hancock 
Alex Vlasov 
Jim McDonald
Aaron Kendall 
Juan Blanco 
Soham Zemse 
Nick Mudge 
Alex Forshtat 
Dror Tirosh 
Micah Zoltu 
Gregory Markou 
Joel Thorstensson 
Giuseppe Bertone 
Jonathan Underwood 
Tony Carson
Süleyman Karda?
Sina Mahmoodi 
Alex Beregszaszi
Vitalik Buterin 
Tomasz Stanczak 
William Morriss 
Vitalik Buterin 
Vitalik Buterin 
Ansgar Dietrichs 
Matt Garnett 
Will Villanueva 
Sam Wilson 
Nick Gheorghita 
Piper Merriam 
g. nicholas d'andrea 
Benjamin Hauser 
Vitalik Buterin 
Gianluca Perletti 
Alan Scarpellini 
Roberto Gorini 
Manuel Olivi 
Sergio Demian Lerner 
Jorge Izquierdo 
Fabien Marino 
Matt 
Peter Jihoon Kim 
Kevin Britz 
David Knott 
Peter Grassberger 
Youssef El Housni 
Michael Connor 
Aurore Guillevic
Herman Junge 
Abdelhamid Bakhta 
Abdelhamid Bakhta 
Abdelhamid Bakhta 
Abdelhamid Bakhta 
Dr. Christopher Gorman 
Erik Marks 
Pedro Gomes 
Pedro Gomes 
Zhenyu Sun 
Ben Tinner 
Martin Holst Swende 
Marius van der Wijden 
Weijia Zhang 
Peter Robinson 
Richard Moore 
Nick Johnson 
Alberto Cuesta Cañada 
Fiona Kobayashi 
fubuloubu 
Austin Williams 
Afri Schoedon 
Victor Porton 
Victor Porton
Vitalik Buterin 
Martin Swende 
William Morriss 
William Morriss 
Erik Marks 
Nick Johnson 
Nick Johnson 
Michael D. Carter 
mineruniter969 
mineruniter969
Calvin Koder 
Vitalik Buterin 
Martin Swende 
HexZorro 
Mojtaba Tefagh 
Danno Ferrin 
Nathan Ginnever 
Daniel Streit 
Alex Papageorgiou 
Alex Papageorgiou 
Matt Garnett 
Isaac Ardis 
Sean Papanikolas 
Gajinder Singh 
Piper Merriam 
Zhenyu Sun 
Xinqi Yang 
Joachim Lebrun 
Tony Malghem 
Kevin Thizy 
Luc Falempin 
Adam Boudjemaa 
Alex Beregszaszi
Pawe? Bylica 
Andrei Maiboroda 
Gregory Markou 
Auryn Macmillan 
Simon Tian 
lightclient 
Soham Zemse 
Gregory Markou 
Anton Bukov 
Mikhail Melnik 
Simon Tian 
Rex Creed 
Dane Scarborough
Ansgar Dietrichs 
Richard Moore 
Nick Johnson 
George Kadianakis 
lightclient 
Alex Stokes 
Vitalik Buterin 
Ansgar Dietrichs 
Brayton Goodall 
Mihir Faujdar 
Ross Campbell 
William Schwab 
Justice Hudson 
Greg Colvin 
Greg Colvin
Omar Aflak 
Pol-Malo Le Bris
Marvin Martin 
Peter Davies 
Guillaume Ballet 
Vitalik Buterin 
Dankrad Feist 
Guillaume Ballet 
Vitalik Buterin 
Dankrad Feist 
David Buckman 
Isaac Buckman 
Alex Beregszaszi
Alex Stokes 
Danny Ryan 
Jules Lai 
Omnus Sunmo 
John Peterson 
Roberto Bayardo 
David Núñez 
Dan Finlay 
Sam Wilson 
Green 
Alexi 
Mudit Gupta 
Luc van Kampen 
Jakob Helgesson 
Joshua Hendrix 
Julian Traversa 
Robert Robbins 
Alberto Cuesta Cañada 
Wilkins Chung 
Jalil Wahdatehagh 
Cry 
Sillytuna 
Cyberpnk 
Hadrien Croubois 
Christophe Le Bars 
Agustín Aguilar 
Philippe Castonguay 
Sergio D. Lerner 
Stanley Wu 
Mücahit Büyüky?lmaz 
Muhammed Emin Ayd?n 
Ronan Sandford 
Qi Zhou 
liszechung 
Paul Gauvreau 
Nick Johnson 
Olivier Fernandez 
Frédéric Le Coidic 
Julien Béranger
HonorLabs
